seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr10	81205379	81205513	135	*	X03159	219654	81142083	81205383	63301	-	0	overlapStart	0	ZCCHC24
chr10	81205604	81205708	105	*	X03160	219654	81142083	81205383	63301	-	220	upstream	220	ZCCHC24
chr10	81206054	81206248	195	*	X03161	219654	81142083	81205383	63301	-	670	upstream	670	ZCCHC24
chr10	81585399	81585754	356	*	X03162	642361	81585658	81587358	1701	+	0	overlapStart	0	LOC642361
chr10	81838756	81838875	120	*	X03163	219347	81805989	81838949	32961	-	0	inside	73	TMEM254-AS1
chr10	81838906	81839070	165	*	X03164	219347	81805989	81838949	32961	-	0	overlapStart	0	TMEM254-AS1
chr10	81965331	81965420	90	*	X03167	311	81914880	81965433	50554	-	0	inside	12	ANXA11
chr10	82116738	82116977	240	*	X03168	143241	82095861	82116514	20654	-	223	upstream	223	DYDC1
chr10	82117000	82117194	195	*	X03169	143241	82095861	82116514	20654	-	485	upstream	485	DYDC1
chr10	82213853	82214018	166	*	X03170	81619	82214038	82282391	68354	+	19	upstream	19	TSPAN14
chr10	82295723	82295827	105	*	X03176	387694	82297658	82406316	108659	+	1830	upstream	1830	SH2D4B
chr10	82296482	82296601	120	*	X03177	387694	82297658	82406316	108659	+	1056	upstream	1056	SH2D4B
chr10	83633978	83633986	9	*	X03178	10718	83635070	84746935	1111866	+	1083	upstream	1083	NRG3
chr10	83634812	83634901	90	*	X03179	10718	83635070	84746935	1111866	+	168	upstream	168	NRG3
chr10	85899062	85899166	105	*	X03180	27069	85899185	85913311	14127	+	18	upstream	18	GHITM
chr10	85954186	85954396	211	*	X03181	92211	85954412	85979376	24965	+	15	upstream	15	CDHR1
chr10	86088301	86088395	95	*	X03183	54462	86088410	86278276	189867	+	14	upstream	14	CCSER2
chr10	88126263	88126367	105	*	X03187	2894	87359312	88126250	766939	-	12	upstream	12	GRID1
chr10	88126518	88126652	135	*	X03188	2894	87359312	88126250	766939	-	267	upstream	267	GRID1
chr10	88515682	88515786	105	*	X03194	657	88516396	88684945	168550	+	609	upstream	609	BMPR1A
chr10	88730006	88730222	217	*	X03196	119385	88730498	88784487	53990	+	275	upstream	275	AGAP11
chr10	88854018	88854137	120	*	X03199	54537	88854953	88951222	96270	+	815	upstream	815	SHLD2
chr10	88854813	88855187	375	*	X03200	54537	88854953	88951222	96270	+	0	overlapStart	0	SHLD2
chr10	88854813	88855187	375	*	X03200	2746	88809959	88854776	44818	-	36	upstream	36	GLUD1
chr10	89101350	89101799	450	*	X03203	439994	89102168	89103331	1164	+	368	upstream	368	LINC00863
chr10	89102160	89102219	60	*	X03204	439994	89102168	89103331	1164	+	0	overlapStart	0	LINC00863
chr10	89102160	89102219	60	*	X03204	728190	88965545	89102315	136771	-	0	inside	95	NUTM2A-AS1
chr10	89419313	89419582	270	*	X03206	9060	89419476	89507462	87987	+	0	overlapStart	0	PAPSS2
chr10	89419724	89419828	105	*	X03207	9060	89419476	89507462	87987	+	0	inside	247	PAPSS2
chr10	90750732	90750851	120	*	X03212	59	90694831	90751147	56317	-	0	inside	295	ACTA2
chr10	91152137	91152271	135	*	X03213	3434	91152303	91166244	13942	+	31	upstream	31	IFIT1
chr10	91294903	91295052	150	*	X03214	387700	91190051	91295313	105263	-	0	inside	260	SLC16A12
chr10	91295308	91295412	105	*	X03215	387700	91190051	91295313	105263	-	0	overlapStart	0	SLC16A12
chr10	91405365	91405484	120	*	X03217	53354	91339254	91405329	66076	-	35	upstream	35	PANK1
chr10	92618343	92618432	90	*	X03218	3363	92500576	92617671	117096	-	671	upstream	671	HTR7
chr10	92922042	92922161	120	*	X03220	84333	92922769	93044088	121320	+	607	upstream	607	PCGF5
chr10	93169330	93169449	120	*	X03226	143279	93170096	93274520	104425	+	646	upstream	646	HECTD2
chr10	93556219	93556240	22	*	X03227	80351	93558151	93625232	67082	+	1910	upstream	1910	TNKS2
chr10	94049737	94049769	33	*	X03231	54708	94050920	94113721	62802	+	1150	upstream	1150	MARCHF5
chr10	94050247	94050411	165	*	X03232	54708	94050920	94113721	62802	+	508	upstream	508	MARCHF5
chr10	94051492	94051626	135	*	X03233	22849	93808397	94050875	242479	-	616	upstream	616	CPEB3
chr10	94051687	94051821	135	*	X03234	22849	93808397	94050875	242479	-	811	upstream	811	CPEB3
chr10	94449532	94449636	105	*	X03237	3087	94449681	94455408	5728	+	44	upstream	44	HHEX
chr10	94449781	94449915	135	*	X03238	3087	94449681	94455408	5728	+	0	inside	99	HHEX
chr10	94833264	94833383	120	*	X03243	1592	94833232	94837641	4410	+	0	inside	31	CYP26A1
chr10	95255674	95255718	45	*	X03245	55165	95256369	95288849	32481	+	650	upstream	650	CEP55
chr10	95256109	95256213	105	*	X03246	55165	95256369	95288849	32481	+	155	upstream	155	CEP55
chr10	95360589	95360708	120	*	X03248	5950	95351593	95360993	9401	-	0	inside	284	RBP4
chr10	95360765	95360914	150	*	X03249	5950	95351593	95360993	9401	-	0	inside	78	RBP4
chr10	95653632	95653766	135	*	X03251	159371	95653730	95714008	60279	+	0	overlapStart	0	SLC35G1
chr10	96162224	96162343	120	*	X03252	23232	96162186	96296089	133904	+	0	inside	37	TBC1D12
chr10	96304966	96305100	135	*	X03255	3070	96305543	96361856	56314	+	442	upstream	442	HELLS
chr10	96305471	96305590	120	*	X03256	3070	96305543	96361856	56314	+	0	overlapStart	0	HELLS
chr10	97050794	97050898	105	*	X03260	9124	96997325	97050905	53581	-	0	inside	6	PDLIM1
chr10	98346545	98346664	120	*	X03266	56889	98277867	98346809	68943	-	0	inside	144	TM9SF3
chr10	98346763	98346792	30	*	X03267	56889	98277867	98346809	68943	-	0	inside	16	TM9SF3
chr10	98591684	98591953	270	*	X03268	84458	98592017	98742626	150610	+	63	upstream	63	LCOR
chr10	98592110	98592469	360	*	X03269	84458	98592017	98742626	150610	+	0	inside	92	LCOR
chr10	99052336	99052440	105	*	X03273	100533184	98912799	99052430	139632	-	0	overlapStart	0	ARHGAP19-SLIT1
chr10	99052336	99052440	105	*	X03273	84986	98981930	99052430	70501	-	0	overlapStart	0	ARHGAP19
chr10	99078701	99078820	120	*	X03274	10023	99079022	99081672	2651	+	201	upstream	201	FRAT1
chr10	99095141	99095245	105	*	X03275	23401	99092254	99094458	2205	-	682	upstream	682	FRAT2
chr10	99185575	99185619	45	*	X03276	5223	99186027	99193198	7172	+	407	upstream	407	PGAM1
chr10	99185638	99185757	120	*	X03277	5223	99186027	99193198	7172	+	269	upstream	269	PGAM1
chr10	99257597	99257716	120	*	X03279	80019	99258768	99330960	72193	+	1051	upstream	1051	UBTD1
chr10	99258260	99258649	390	*	X03280	80019	99258768	99330960	72193	+	118	upstream	118	UBTD1
chr10	99258260	99258649	390	*	X03280	64210	99218081	99258513	40433	-	0	overlapStart	0	MMS19
chr10	99259265	99259399	135	*	X03281	64210	99218081	99258513	40433	-	751	upstream	751	MMS19
chr10	99473351	99473560	210	*	X03285	83742	99473465	99477909	4445	+	0	overlapStart	0	MARVELD1
chr10	99531791	99531910	120	*	X03289	6425	99526508	99531756	5249	-	34	upstream	34	SFRP5
chr10	99609274	99609483	210	*	X03290	401647	99609995	99631335	21341	+	511	upstream	511	GOLGA7B
chr10	99609544	99609752	209	*	X03291	401647	99609995	99631335	21341	+	242	upstream	242	GOLGA7B
chr10	99609813	99609932	120	*	X03292	401647	99609995	99631335	21341	+	62	upstream	62	GOLGA7B
chr10	99610129	99610248	120	*	X03293	401647	99609995	99631335	21341	+	0	inside	133	GOLGA7B
chr10	99790783	99790887	105	*	X03297	55118	99624757	99790585	165829	-	197	upstream	197	CRTAC1
chr10	100028144	100028263	120	*	X03298	84171	100007443	100028007	20565	-	136	upstream	136	LOXL4
chr10	100028484	100028573	90	*	X03299	84171	100007443	100028007	20565	-	476	upstream	476	LOXL4
chr10	100174599	100174748	150	*	X03300	84795	100143322	100174978	31657	-	0	inside	229	PYROXD2
chr10	100206264	100206428	165	*	X03301	3257	100175955	100206704	30750	-	0	inside	275	HPS1
chr10	100206684	100206803	120	*	X03302	3257	100175955	100206704	30750	-	0	overlapStart	0	HPS1
chr10	100207299	100207386	88	*	X03303	3257	100175955	100206704	30750	-	594	upstream	594	HPS1
chr10	101191771	101191845	75	*	X03307	2805	101156627	101190530	33904	-	1240	upstream	1240	GOT1
chr10	101292560	101292664	105	*	X03310	159296	101292690	101296280	3591	+	25	upstream	25	NKX2-3
chr10	101492176	101492295	120	*	X03315	51076	101491958	101515894	23937	+	0	inside	217	CUTC
chr10	101492176	101492295	120	*	X03315	1355	101468505	101492423	23919	-	0	inside	127	COX15
chr10	101686886	101686990	105	*	X03320	100188954	101686966	101718755	31790	+	0	overlapStart	0	DNMBP-AS1
chr10	101769463	101769582	120	*	X03321	23268	101635334	101769676	134343	-	0	inside	93	DNMBP
chr10	101946636	101946755	120	*	X03322	10613	101909847	101945814	35968	-	821	upstream	821	ERLIN1
chr10	102046226	102046330	105	*	X03323	282991	102033035	102046469	13435	-	0	inside	138	BLOC1S2
chr10	102046406	102046495	90	*	X03324	282991	102033035	102046469	13435	-	0	overlapStart	0	BLOC1S2
chr10	102503625	102503714	90	*	X03346	5076	102505468	102589698	84231	+	1753	upstream	1753	PAX2
chr10	102504690	102504914	225	*	X03347	5076	102505468	102589698	84231	+	553	upstream	553	PAX2
chr10	102504968	102505147	180	*	X03348	5076	102505468	102589698	84231	+	320	upstream	320	PAX2
chr10	102505328	102505927	600	*	X03349	5076	102505468	102589698	84231	+	0	overlapStart	0	PAX2
chr10	102672488	102672625	138	*	X03356	55719	102672326	102724891	52566	+	0	inside	161	SLF2
chr10	102729098	102729277	180	*	X03357	57715	102729280	102745373	16094	+	2	upstream	2	SEMA4G
chr10	102747386	102747580	195	*	X03360	56652	102747293	102754158	6866	+	0	inside	92	TWNK
chr10	102747386	102747580	195	*	X03360	84545	102737579	102747272	9694	-	113	upstream	113	MRPL43
chr10	102748346	102748465	120	*	X03361	84545	102737579	102747272	9694	-	1073	upstream	1073	MRPL43
chr10	102756533	102756637	105	*	X03362	84445	102756864	102767593	10730	+	226	upstream	226	LZTS2
chr10	102757058	102757177	120	*	X03363	84445	102756864	102767593	10730	+	0	inside	193	LZTS2
chr10	102790551	102790642	92	*	X03369	81855	102790996	102800998	10003	+	353	upstream	353	SFXN3
chr10	102790551	102790642	92	*	X03369	79955	102767440	102790914	23475	-	0	inside	271	PDZD7
chr10	102790724	102790843	120	*	X03370	81855	102790996	102800998	10003	+	152	upstream	152	SFXN3
chr10	102790724	102790843	120	*	X03370	79955	102767440	102790914	23475	-	0	inside	70	PDZD7
chr10	102791498	102791677	180	*	X03371	79955	102767440	102790914	23475	-	583	upstream	583	PDZD7
chr10	102792353	102792487	135	*	X03372	79955	102767440	102790914	23475	-	1438	upstream	1438	PDZD7
chr10	102890952	102890992	41	*	X03379	3195	102891061	102897546	6486	+	68	upstream	68	TLX1
chr10	102890952	102890992	41	*	X03379	100038246	102849078	102890903	41826	-	48	upstream	48	TLX1NB
chr10	102891053	102891172	120	*	X03380	3195	102891061	102897546	6486	+	0	overlapStart	0	TLX1
chr10	102891053	102891172	120	*	X03380	100038246	102849078	102890903	41826	-	149	upstream	149	TLX1NB
chr10	102989063	102989152	90	*	X03387	399806	102989351	102998616	9266	+	198	upstream	198	LBX1-AS1
chr10	102989063	102989152	90	*	X03387	10660	102986733	102988717	1985	-	345	upstream	345	LBX1
chr10	102989764	102989816	53	*	X03388	10660	102986733	102988717	1985	-	1046	upstream	1046	LBX1
chr10	103347233	103347352	120	*	X03395	25911	103348089	103369410	21322	+	736	upstream	736	DPCD
chr10	103454651	103454770	120	*	X03398	6468	103370421	103454743	84323	-	0	overlapStart	0	FBXW4
chr10	103541889	103542068	180	*	X03400	2253	103529887	103540126	10240	-	1762	upstream	1762	FGF8
chr10	103542080	103542229	150	*	X03401	2253	103529887	103540126	10240	-	1953	upstream	1953	FGF8
chr10	103577049	103577153	105	*	X03402	100289509	103578825	103588646	9822	+	1671	upstream	1671	KCNIP2-AS1
chr10	103577720	103577929	210	*	X03403	100289509	103578825	103588646	9822	+	895	upstream	895	KCNIP2-AS1
chr10	103603520	103603639	120	*	X03407	30819	103585731	103603677	17947	-	0	inside	37	KCNIP2
chr10	103603745	103603881	137	*	X03408	30819	103585731	103603677	17947	-	67	upstream	67	KCNIP2
chr10	103815579	103815713	135	*	X03409	79591	103605356	103815932	210577	-	0	inside	218	ARMH3
chr10	103824876	103825025	150	*	X03410	79803	103825124	103827795	2672	+	98	upstream	98	HPS6
chr10	103880436	103880660	225	*	X03414	8861	103867325	103880210	12886	-	225	upstream	225	LDB1
chr10	103880977	103881040	64	*	X03415	8861	103867325	103880210	12886	-	766	upstream	766	LDB1
chr10	103911982	103912071	90	*	X03418	9221	103911933	103923627	11695	+	0	inside	48	NOLC1
chr10	103985897	103986031	135	*	X03419	83401	103986143	103989344	3202	+	111	upstream	111	ELOVL3
chr10	104001170	104001349	180	*	X03422	5309	103989946	104001231	11286	-	0	overlapStart	0	PITX3
chr10	104004845	104004949	105	*	X03423	8729	104005255	104142656	137402	+	305	upstream	305	GBF1
chr10	104153902	104154006	105	*	X03425	4791	104153867	104162286	8420	+	0	inside	34	NFKB2
chr10	104179282	104179566	285	*	X03433	5662	104162374	104179691	17318	-	0	inside	124	PSD
chr10	104180977	104181096	120	*	X03434	5662	104162374	104179691	17318	-	1285	upstream	1285	PSD
chr10	104181223	104181297	75	*	X03435	5662	104162374	104179691	17318	-	1531	upstream	1531	PSD
chr10	104192167	104192286	120	*	X03436	79004	104183002	104192423	9422	-	0	inside	136	CUEDC2
chr10	104192953	104193031	79	*	X03437	79004	104183002	104192423	9422	-	529	upstream	529	CUEDC2
chr10	104209762	104209911	150	*	X03438	100505761	104209574	104216050	6477	+	0	inside	187	RPARP-AS1
chr10	104221267	104221506	240	*	X03439	79847	104221170	104238858	17689	+	0	inside	96	MFSD13A
chr10	104263836	104263985	150	*	X03441	51684	104263719	104393214	129496	+	0	inside	116	SUFU
chr10	104263836	104263985	150	*	X03441	10121	104238986	104262512	23527	-	1323	upstream	1323	ACTR1A
chr10	104264332	104264661	330	*	X03442	10121	104238986	104262512	23527	-	1819	upstream	1819	ACTR1A
chr10	104475192	104475311	120	*	X03443	403	104433484	104474190	40707	-	1001	upstream	1001	ARL3
chr10	104503632	104503856	225	*	X03444	54838	104503727	104591851	88125	+	0	overlapStart	0	WBP1L
chr10	104628750	104628869	120	*	X03446	57412	104629210	104661655	32446	+	340	upstream	340	AS3MT
chr10	104628960	104629064	105	*	X03447	57412	104629210	104661655	32446	+	145	upstream	145	AS3MT
chr10	104629170	104629488	319	*	X03448	57412	104629210	104661655	32446	+	0	overlapStart	0	AS3MT
chr10	104952732	104953097	366	*	X03450	22978	104847774	104953063	105290	-	0	overlapStart	0	NT5C2
chr10	105036694	105036813	120	*	X03452	9118	105036920	105050108	13189	+	106	upstream	106	INA
chr10	105156726	105156845	120	*	X03453	84833	105148809	105156270	7462	-	455	upstream	455	ATP5MD
chr10	105212456	105212521	66	*	X03455	51063	105206543	105212658	6116	-	0	inside	136	CALHM2
chr10	105253523	105253642	120	*	X03456	9148	105253735	105352309	98575	+	92	upstream	92	NEURL1
chr10	105253721	105253825	105	*	X03457	9148	105253735	105352309	98575	+	0	overlapStart	0	NEURL1
chr10	105253946	105254050	105	*	X03458	9148	105253735	105352309	98575	+	0	inside	210	NEURL1
chr10	105615518	105615838	321	*	X03465	9644	105348285	105615164	266880	-	353	upstream	353	SH3PXD2A
chr10	105616109	105616148	40	*	X03466	9644	105348285	105615164	266880	-	944	upstream	944	SH3PXD2A
chr10	105677909	105678024	116	*	X03467	79991	105637318	105678045	40728	-	0	inside	20	STN1
chr10	105727238	105727297	60	*	X03468	9748	105727470	105787342	59873	+	172	upstream	172	SLK
chr10	105880309	105880375	67	*	X03469	119392	105881816	105886143	4328	+	1440	upstream	1440	SFR1
chr10	105882101	105882175	75	*	X03470	119392	105881816	105886143	4328	+	0	inside	284	SFR1
chr10	105991571	105991975	405	*	X03471	80217	105889646	105992120	102475	-	0	inside	144	CFAP43
chr10	106112757	106112876	120	*	X03477	159686	106113522	106214848	101327	+	645	upstream	645	CFAP58
chr10	106113613	106113732	120	*	X03478	159686	106113522	106214848	101327	+	0	inside	90	CFAP58
chr10	106400015	106400134	120	*	X03479	22986	106400859	107024993	624135	+	724	upstream	724	SORCS3
chr10	106400450	106400599	150	*	X03480	22986	106400859	107024993	624135	+	259	upstream	259	SORCS3
chr10	106400885	106400989	105	*	X03481	22986	106400859	107024993	624135	+	0	inside	25	SORCS3
chr10	111767628	111767882	255	*	X03488	100505933	111705317	111768139	62823	-	0	inside	256	ADD3-AS1
chr10	111768123	111768407	285	*	X03489	100505933	111705317	111768139	62823	-	0	overlapStart	0	ADD3-AS1
chr10	111966921	111967040	120	*	X03490	4601	111967363	112047123	79761	+	322	upstream	322	MXI1
chr10	111967206	111967325	120	*	X03491	4601	111967363	112047123	79761	+	37	upstream	37	MXI1
chr10	111967541	111967690	150	*	X03492	4601	111967363	112047123	79761	+	0	inside	177	MXI1
chr10	112064506	112064625	120	*	X03504	10285	112052798	112064707	11910	-	0	inside	81	SMNDC1
chr10	112065009	112065128	120	*	X03505	10285	112052798	112064707	11910	-	301	upstream	301	SMNDC1
chr10	112326561	112326680	120	*	X03507	9126	112327449	112364392	36944	+	768	upstream	768	SMC3
chr10	112327686	112327790	105	*	X03508	9126	112327449	112364392	36944	+	0	inside	236	SMC3
chr10	112404267	112404401	135	*	X03510	282996	112404155	112599227	195073	+	0	inside	111	RBM20
chr10	112631321	112631485	165	*	X03511	27250	112631553	112659764	28212	+	67	upstream	67	PDCD4
chr10	112631321	112631485	165	*	X03511	282997	112628648	112630662	2015	-	658	upstream	658	PDCD4-AS1
chr10	112631847	112631981	135	*	X03512	27250	112631553	112659764	28212	+	0	inside	293	PDCD4
chr10	112631847	112631981	135	*	X03512	282997	112628648	112630662	2015	-	1184	upstream	1184	PDCD4-AS1
chr10	112632131	112632250	120	*	X03513	282997	112628648	112630662	2015	-	1468	upstream	1468	PDCD4-AS1
chr10	112632596	112632700	105	*	X03514	282997	112628648	112630662	2015	-	1933	upstream	1933	PDCD4-AS1
chr10	112679238	112679321	84	*	X03515	8036	112679301	112773425	94125	+	0	overlapStart	0	SHOC2
chr10	112679238	112679321	84	*	X03515	92482	112658488	112679124	20637	-	113	upstream	113	BBIP1
chr10	112835661	112835707	47	*	X03516	150	112836790	112840662	3873	+	1082	upstream	1082	ADRA2A
chr10	112835723	112835827	105	*	X03517	150	112836790	112840662	3873	+	962	upstream	962	ADRA2A
chr10	112836278	112836307	30	*	X03518	150	112836790	112840662	3873	+	482	upstream	482	ADRA2A
chr10	112836486	112836590	105	*	X03519	150	112836790	112840662	3873	+	199	upstream	199	ADRA2A
chr10	114207894	114208028	135	*	X03520	64429	114190058	114207306	17249	-	587	upstream	587	ZDHHC6
chr10	114709434	114709861	428	*	X03523	6934	114710009	114927436	217428	+	147	upstream	147	TCF7L2
chr10	115613802	115613906	105	*	X03530	374354	115614391	115672265	57875	+	484	upstream	484	NHLRC2
chr10	115613802	115613906	105	*	X03530	9937	115594483	115614163	19681	-	0	inside	256	DCLRE1A
chr10	115614370	115614534	165	*	X03531	374354	115614391	115672265	57875	+	0	overlapStart	0	NHLRC2
chr10	115614370	115614534	165	*	X03531	9937	115594483	115614163	19681	-	206	upstream	206	DCLRE1A
chr10	115803241	115803675	435	*	X03532	153	115803806	115806667	2862	+	130	upstream	130	ADRB1
chr10	116165270	116165282	13	*	X03536	84632	116054583	116164515	109933	-	754	upstream	754	AFAP1L2
chr10	116527679	116527783	105	*	X03539	3983	116190869	116528019	337151	-	0	inside	235	ABLIM1
chr10	116528386	116528520	135	*	X03540	3983	116190869	116528019	337151	-	366	upstream	366	ABLIM1
chr10	116852336	116852455	120	*	X03542	26033	116853124	117708496	855373	+	668	upstream	668	ATRNL1
chr10	116852682	116852981	300	*	X03543	26033	116853124	117708496	855373	+	142	upstream	142	ATRNL1
chr10	118033567	118033686	120	*	X03546	2674	117816442	118033126	216685	-	440	upstream	440	GFRA1
chr10	118033994	118034083	90	*	X03547	2674	117816442	118033126	216685	-	867	upstream	867	GFRA1
chr10	118608623	118608772	150	*	X03554	387712	118609023	118642112	33090	+	250	upstream	250	ENO4
chr10	118609177	118609311	135	*	X03555	387712	118609023	118642112	33090	+	0	inside	153	ENO4
chr10	118927825	118927914	90	*	X03560	100500893	118927189	118927285	97	-	539	upstream	539	MIR3663
chr10	118928230	118928334	105	*	X03561	100500893	118927189	118927285	97	-	944	upstream	944	MIR3663
chr10	119301814	119301948	135	*	X03569	2018	119301956	119309057	7102	+	7	upstream	7	EMX2
chr10	119805866	119806060	195	*	X03571	255082	119806332	119969665	163334	+	271	upstream	271	CASC2
chr10	119805866	119806060	195	*	X03571	22841	119764427	119806114	41688	-	0	inside	53	RAB11FIP2
chr10	119806592	119806711	120	*	X03572	255082	119806332	119969665	163334	+	0	inside	259	CASC2
chr10	119806592	119806711	120	*	X03572	22841	119764427	119806114	41688	-	477	upstream	477	RAB11FIP2
chr10	120788659	120788837	179	*	X03575	340719	120789228	120793854	4627	+	390	upstream	390	NANOS1
